range,std,n_unique,flat,COMID,FTYPE,n_cells,resolution
1.60498046875,0.30498007828388934,1458,False,12572832,LakePond,31809,1m
2.571990966796875,0.42426873117498426,2029,False,14289657,LakePond,17160,1m
0.86700439453125,0.1325501696261885,719,False,14825811,LakePond,11155,1m
0.0,0.0,1,True,14293465,LakePond,48791,1m
0.46405029296875,0.05408211383856574,370,False,14685204,LakePond,36825,1m
6.30999755859375,0.36277168624122164,1264,False,14169159,LakePond,62273,1m
0.204010009765625,0.004144920584511916,25,False,14297243,LakePond,18909,1m
2.037017822265625,0.3348773008348251,1621,False,14297969,LakePond,17671,1m
2.26397705078125,0.4993007012461271,2075,False,11495492,LakePond,27806,1m
3.17498779296875,0.42326944768984215,2846,False,21541530,LakePond,180542,1m
3.69500732421875,0.5918648236137196,2973,False,14426684,LakePond,102473,1m
1.222991943359375,0.2097505396618675,1015,False,14289029,LakePond,12210,1m
0.0,0.0,1,True,11468380,LakePond,19708,1m
5.97198486328125,0.4046750346183475,2044,False,14679424,LakePond,70900,1m
0.0,0.0,1,True,11495190,LakePond,196961,1m
0.0,0.0,1,True,14517849,LakePond,37633,1m
1.410003662109375,0.14782566952764853,1227,False,14413601,LakePond,57747,1m
0.08599853515625,0.00047067846432110173,4,False,14300259,LakePond,70628,1m
4.677978515625,0.610038367967092,2238,False,12572518,LakePond,39705,1m
0.0,0.0,1,True,14299093,LakePond,20338,1m
3.65301513671875,0.45077787458457264,2200,False,11462098,LakePond,22246,1m
0.553009033203125,0.08000811075397245,456,False,14432957,LakePond,18067,1m
1.286956787109375,0.24375101845814182,1148,False,167245737,LakePond,124511,1m
1.180999755859375,0.019601227061006126,379,False,14275928,LakePond,241300,1m
0.509002685546875,0.11162541887722215,479,False,14413781,LakePond,12963,1m
1.406005859375,0.18632757702536587,1029,False,21536126,LakePond,28714,1m
1.56097412109375,0.2695629576209531,1277,False,14413425,LakePond,17626,1m
1.1820068359375,0.23165878038397208,1053,False,14826561,LakePond,15822,1m
4.8800048828125,0.3875027239379007,3511,False,14253269,LakePond,254645,1m
1.6190185546875,0.24384694904274085,1299,False,14680716,LakePond,22798,1m
1.8389892578125,0.2728376644394419,1250,False,14413597,LakePond,13961,1m
0.0,0.0,1,True,11455288,LakePond,126107,1m
1.37298583984375,0.26577948942499857,1311,False,14182028,LakePond,62290,1m
2.42999267578125,0.24239111267325134,1781,False,21535930,LakePond,70693,1m
0.305999755859375,0.056792434504354,286,False,14413855,LakePond,15204,1m
0.68798828125,0.05021084631298939,499,False,11436887,LakePond,35653,1m
1.333984375,0.2127048217659325,1125,False,14826639,LakePond,34586,1m
0.0,0.0,1,True,14275566,LakePond,11376,1m
2.281005859375,0.5594434745243929,1607,False,14280008,LakePond,3906,1m
0.720977783203125,0.11320671061627377,631,False,14297989,LakePond,20183,1m
1.4940185546875,0.24579798002083622,984,False,14681098,LakePond,10553,1m
1.19500732421875,0.23367670140036662,976,False,14432627,LakePond,14150,1m
2.15301513671875,0.16699265546710773,826,False,14048885,LakePond,24937,1m
0.0,0.0,1,True,11494956,LakePond,29850,1m
0.245025634765625,0.02563999291261763,171,False,14291071,LakePond,13703,1m
0.0269775390625,0.0001611700270880037,4,False,11497526,LakePond,54797,1m
1.406005859375,0.34124554253942274,1326,False,14414127,LakePond,15047,1m
0.0,0.0,1,True,14269432,LakePond,18943,1m
0.0,0.0,1,True,14826245,LakePond,6679,1m
0.0,0.0,1,True,11504076,LakePond,51485,1m
2.01702880859375,0.26252804521875667,1342,False,11455956,LakePond,84781,1m
1.029998779296875,0.05864672374102533,307,False,14174629,LakePond,35661,1m
2.239013671875,0.44770179567533186,1950,False,14174469,LakePond,29646,1m
3.79498291015625,0.48139392018640625,2318,False,14413465,LakePond,21200,1m
1.114990234375,0.22795575518748298,920,False,11467716,LakePond,27527,1m
2.016998291015625,0.19783568852132655,1165,False,14277902,LakePond,33857,1m
5.40399169921875,0.584738882551516,4300,False,14157714,LakePond,229657,1m
1.7800140380859375,0.32998958987222327,1159,False,7076614,LakePond,11202,1m
0.8759765625,0.042915497303542584,193,False,11456928,LakePond,22389,1m
1.66302490234375,0.06359863061338032,753,False,11494826,LakePond,117613,1m
1.05999755859375,0.1336378959301244,837,False,14286389,LakePond,21620,1m
0.4100341796875,0.0011414241258816077,9,False,167245750,LakePond,364936,1m
0.259002685546875,0.028758315877023162,228,False,6675278,LakePond,20090,1m
1.696990966796875,0.32703202288835587,1373,False,14425376,LakePond,15287,1m
0.0,0.0,1,True,11500654,LakePond,24344,1m
1.83001708984375,0.39758606934744134,1523,False,14290579,LakePond,8328,1m
2.30902099609375,0.1079670212069451,629,False,14684326,LakePond,37033,1m
1.176025390625,0.23717272506374157,1000,False,14433407,LakePond,10044,1m
1.02398681640625,0.15011084624052706,746,False,14827273,LakePond,10225,1m
0.5159912109375,0.08501443115068746,366,False,14294897,LakePond,2355,1m
2.322998046875,0.30770211984149665,1605,False,14296935,LakePond,41936,1m
0.0,0.0,1,True,14267234,LakePond,18014,1m
2.08697509765625,0.39428266460036615,1616,False,14414449,LakePond,19569,1m
0.602996826171875,0.07747911611331007,516,False,11460516,LakePond,12697,1m
2.730987548828125,0.5729264021204197,2310,False,14291607,LakePond,13179,1m
3.00299072265625,0.24850166340976607,1646,False,11436935,LakePond,49218,1m
1.05499267578125,0.14110759857721306,834,False,14425292,LakePond,13026,1m
4.541015625,0.5041289910832729,3212,False,14174489,LakePond,101186,1m
1.845001220703125,0.16769899419058262,1154,False,14274010,LakePond,35037,1m
0.89599609375,0.11927067781626753,840,False,11459826,LakePond,60563,1m
0.902984619140625,0.15009552699751663,736,False,14291411,LakePond,14903,1m
0.635009765625,0.0792125469849784,455,False,14825481,LakePond,8937,1m
1.162994384765625,0.1862810056951938,1043,False,14174325,LakePond,29327,1m
1.652984619140625,0.38131763998838364,1564,False,14289691,LakePond,12941,1m
1.00799560546875,0.18913745901012052,926,False,6673206,LakePond,22702,1m
2.20404052734375,0.3250445011540391,1659,False,14667181,LakePond,26320,1m
0.660003662109375,0.07565200471742294,393,False,7076612,LakePond,63111,1m
0.4000244140625,0.0066905210096424965,98,False,11465314,LakePond,39297,1m
2.2559814453125,0.08841134494993536,810,False,21535576,LakePond,127377,1m
1.41400146484375,0.29755044405721426,1222,False,14276076,LakePond,12376,1m
1.677978515625,0.26348575300148336,1218,False,14293099,LakePond,24184,1m
1.48101806640625,0.03439077413698249,262,False,14679546,LakePond,95185,1m
0.441009521484375,0.02356255548146523,256,False,14174517,LakePond,28168,1m
3.33001708984375,0.5282998916564425,2382,False,14289303,LakePond,13846,1m
0.483001708984375,0.07689694667621869,410,False,14826321,LakePond,6826,1m
3.91400146484375,0.34287854205252705,2414,False,12570780,LakePond,147316,1m
5.9539794921875,1.1520580508174432,3882,False,11462078,LakePond,33230,1m
2.58099365234375,0.36996805951828626,1922,False,14275274,LakePond,37674,1m
1.80596923828125,0.19436678859127163,625,False,14745398,LakePond,13404,1m
0.1820068359375,0.005990240107329926,151,False,14745606,LakePond,77758,1m
0.595001220703125,0.08985200780031072,522,False,14295375,LakePond,7824,1m
0.69000244140625,0.215238371071818,675,False,14158244,LakePond,32303,1m
0.733001708984375,0.11286412971317196,638,False,14289915,LakePond,31396,1m
1.177978515625,0.16548754168903093,937,False,14296063,LakePond,29890,1m
3.31298828125,0.6105853083388139,3073,False,14160776,LakePond,164243,1m
1.083984375,0.19054918044228997,918,False,14291929,LakePond,11829,1m
0.0,0.0,1,True,14297847,LakePond,65166,1m
4.09197998046875,0.14539528580743122,1229,False,14155684,LakePond,105166,1m
1.27801513671875,0.16421785727066626,971,False,14174179,LakePond,182562,1m
0.1080322265625,0.0022513737854584974,32,False,14745314,LakePond,14662,1m
0.12896728515625,0.0013825434392532158,9,False,14745968,LakePond,18836,1m
0.072998046875,0.0018882314826872413,15,False,6675220,LakePond,6280,1m
1.206024169921875,0.15044684343424813,1000,False,11459780,LakePond,42217,1m
2.87103271484375,0.30364288505995785,1793,False,14683058,LakePond,45205,1m
1.8740234375,0.363518150689371,1679,False,14143133,LakePond,34115,1m
1.295013427734375,0.13948968865572095,938,False,11461670,LakePond,34346,1m
1.073974609375,0.009080614348035589,25,False,14684650,LakePond,54101,1m
1.519012451171875,0.288441549372556,1182,False,14826377,LakePond,5857,1m
1.037994384765625,0.18847301476302317,914,False,14286417,LakePond,56246,1m
1.2760009765625,0.2185249842618085,1187,False,14412903,LakePond,49920,1m
1.751007080078125,0.18068790046715907,1318,False,14290165,LakePond,56025,1m
0.49298095703125,0.02153306379794884,184,False,14666251,LakePond,30414,1m
1.589019775390625,0.27498023795098897,1427,False,14253283,LakePond,18146,1m
0.9019775390625,0.07475217033788299,529,False,11458868,LakePond,13320,1m
2.3380126953125,0.13460680234761124,868,False,21541280,LakePond,67655,1m
0.641021728515625,0.07690464525654754,516,False,11458792,LakePond,69953,1m
0.0,0.0,1,True,14297741,LakePond,12773,1m
3.071044921875,0.49426881363859715,2988,False,14048241,LakePond,300588,1m
2.7449951171875,0.5258751723514824,2303,False,14291557,LakePond,36292,1m
0.468017578125,0.05473816939644568,321,False,14826577,LakePond,24198,1m
7.0260009765625,0.791400218258395,2769,False,14683584,LakePond,41235,1m
2.052978515625,0.07059043308762385,489,False,14679586,LakePond,41149,1m
0.8280029296875,0.019387187818610555,182,False,14677966,LakePond,62209,1m
5.27996826171875,0.8601512939552759,4458,False,14684668,LakePond,108169,1m
0.0,0.0,1,True,14680516,LakePond,24350,1m
2.406005859375,0.29840640210999636,2155,False,14684490,LakePond,47592,1m
3.0989990234375,0.493894526017374,1792,False,11497258,LakePond,14241,1m
1.053985595703125,0.20786781299747806,920,False,14297731,LakePond,14160,1m
0.725982666015625,0.07479824760734433,465,False,14251501,LakePond,21075,1m
1.86700439453125,0.2989822615739731,1478,False,12570106,LakePond,27908,1m
2.197998046875,0.1525736542675903,1116,False,14276676,LakePond,46185,1m
1.43499755859375,0.29529102755537406,1261,False,14289267,LakePond,10468,1m
0.90301513671875,0.11490823720751402,758,False,14665841,LakePond,61033,1m
0.88299560546875,0.12689246869834567,584,False,14291603,LakePond,10847,1m
0.628997802734375,0.07147017023089224,437,False,11460308,LakePond,10800,1m
3.4630126953125,0.41159362062937066,2607,False,14684976,LakePond,88015,1m
3.26995849609375,0.18255187780053206,679,False,11457506,LakePond,56482,1m
0.66400146484375,0.009428720512401925,391,False,14172103,LakePond,691177,1m
1.425994873046875,0.1879399844477843,1085,False,14413107,LakePond,23239,1m
1.7249755859375,0.3315821246991396,1516,False,14156150,LakePond,31525,1m
2.0989990234375,0.0958974661295291,311,False,14048457,LakePond,43201,1m
1.97601318359375,0.10983580995886782,902,False,21540986,LakePond,122471,1m
0.894989013671875,0.15830557631727665,802,False,14292535,LakePond,11238,1m
2.948028564453125,0.31384474817155195,1327,False,14275292,LakePond,22819,1m
5.540985107421875,0.09691565026495001,1192,False,6675300,LakePond,1148606,1m
1.680999755859375,0.17415560596972637,694,False,14827219,LakePond,6116,1m
6.73199462890625,1.172888368722626,3313,False,11494912,LakePond,29882,1m
0.404022216796875,0.02612010417000975,154,False,14296555,LakePond,13290,1m
0.5789794921875,0.07566122909549108,467,False,14297109,LakePond,14666,1m
0.699005126953125,0.07473618736777471,575,False,14267146,LakePond,53378,1m
1.6400146484375,0.33856809147675143,1543,False,12572430,LakePond,17870,1m
0.881011962890625,0.11378972292427195,628,False,11467642,LakePond,18998,1m
0.61199951171875,0.04756367653118207,463,False,14268478,LakePond,54220,1m
1.85699462890625,0.1431715796692953,1487,False,11439519,LakePond,176314,1m
2.602996826171875,0.4446361367709417,2167,False,14289733,LakePond,24567,1m
1.2659912109375,0.14029589707796505,948,False,14048841,LakePond,27390,1m
2.83599853515625,0.19736462856636472,1519,False,14520271,LakePond,84235,1m
1.316986083984375,0.24501855987618698,1104,False,14288459,LakePond,25844,1m
0.0,0.0,1,True,14679220,LakePond,39246,1m
1.3349609375,0.13370557106194966,671,False,14295839,LakePond,8040,1m
2.623046875,0.1976173943586846,1200,False,21541348,LakePond,48897,1m
2.10699462890625,0.17290277897224254,1586,False,11498298,LakePond,108367,1m
0.072021484375,0.0005287448553158935,3,False,11461072,LakePond,21771,1m
2.4010009765625,0.514500587498652,1966,False,11462224,LakePond,30567,1m
0.0,0.0,1,True,14293045,LakePond,226966,1m
0.727996826171875,0.13390772721468733,649,False,14296785,LakePond,14069,1m
1.819000244140625,0.20908691364644474,1247,False,11462400,LakePond,26145,1m
0.694000244140625,0.10483412360552569,579,False,14253363,LakePond,8229,1m
1.14801025390625,0.06580738006337489,830,False,11452896,LakePond,175418,1m
4.46099853515625,0.4767088032847424,2477,False,11457896,LakePond,41456,1m
1.998992919921875,0.3579684720809596,1803,False,167245680,LakePond,74483,1m
0.0,0.0,1,True,14685090,LakePond,123675,1m
4.3790283203125,0.6360874444881486,2558,False,14279334,LakePond,20868,1m
0.75,0.07837753922725169,363,False,11458536,LakePond,8209,1m
1.97198486328125,0.3643076158418271,1864,False,14291923,LakePond,59585,1m
0.454010009765625,0.06846813018209033,393,False,14252471,LakePond,7932,1m
1.64898681640625,0.08885349759688214,837,False,12571496,LakePond,64531,1m
0.4849853515625,0.013283795862051178,247,False,14276998,LakePond,91457,1m
0.829986572265625,0.1515149292330909,765,False,14156282,LakePond,27420,1m
4.802978515625,0.5695604036274002,2196,False,14155380,LakePond,50401,1m
5.63201904296875,0.8270731849112171,3103,False,11495836,LakePond,28708,1m
0.96099853515625,0.12466776432800371,828,False,14492864,LakePond,189086,1m
0.57000732421875,0.061647870730621245,365,False,14826353,LakePond,15272,1m
2.57196044921875,0.41701512307207,1723,False,14677982,LakePond,20228,1m
2.1829833984375,0.37104037108621374,1950,False,14286381,LakePond,43111,1m
0.0,0.0,1,True,11461396,LakePond,13431,1m
1.1719970703125,0.20538171232729335,1099,False,14828357,LakePond,38599,1m
6.92803955078125,1.7083551141763758,4792,False,14678048,LakePond,29471,1m
2.27001953125,0.477940830532412,1929,False,14299155,LakePond,11132,1m
3.05999755859375,0.2955049711137803,1197,False,14680722,LakePond,43113,1m
1.0269775390625,0.16974422906122089,952,False,14268544,LakePond,32224,1m
5.767974853515625,0.7756603923696158,4861,False,11494864,LakePond,202715,1m
1.0570068359375,0.1288483918010607,955,False,14425228,LakePond,72133,1m
0.96002197265625,0.05311937557919934,552,False,11465378,LakePond,67166,1m
2.990966796875,0.3151629062084047,1626,False,11456152,LakePond,44517,1m
6.280029296875,0.6126927107523688,4739,False,168414027,LakePond,214741,1m
1.94903564453125,0.34296090443520794,1583,False,11494812,LakePond,18429,1m
1.55999755859375,0.42405712991156347,1506,False,14273886,LakePond,22467,1m
7.64801025390625,1.2738496588960555,4346,False,11455070,LakePond,42894,1m
4.3890380859375,0.4686147775383212,1964,False,21535282,LakePond,34281,1m
0.968017578125,0.20211906719371334,846,False,14292527,LakePond,14088,1m
2.60400390625,0.2726761094444227,1632,False,14747726,LakePond,29511,1m
1.11102294921875,0.058657849464200496,390,False,14183354,LakePond,22433,1m
3.652008056640625,0.4216554236309407,2177,False,14174901,LakePond,45900,1m
0.67401123046875,0.010423897523628841,303,False,14300415,LakePond,267697,1m
0.0,0.0,1,True,14747692,LakePond,10553,1m
0.7449951171875,0.038259678071219855,262,False,14747872,LakePond,29064,1m
0.65899658203125,0.08464292886833445,474,False,7076712,LakePond,11509,1m
0.0,0.0,1,True,11497918,LakePond,122177,1m
0.4000244140625,0.04328225595989569,279,False,11460374,LakePond,11558,1m
3.010009765625,0.5853143057629209,2264,False,21535768,LakePond,24139,1m
1.423004150390625,0.27893477144218665,1191,False,11440393,LakePond,12101,1m
1.94000244140625,0.2965392210477163,1362,False,11465322,LakePond,20716,1m
0.95098876953125,0.14250305696519944,821,False,11462146,LakePond,23253,1m
1.5469970703125,0.29005063405995835,1275,False,12570372,LakePond,19826,1m
0.0,0.0,1,True,21540948,LakePond,57750,1m
2.40496826171875,0.10521975232408227,583,False,14745868,LakePond,28885,1m
2.20404052734375,0.47343303479975996,1880,False,14276810,LakePond,40560,1m
0.363006591796875,0.019462458951620687,245,False,14824807,LakePond,37491,1m
3.55401611328125,0.3800832730342949,2846,False,14273880,Playa,203800,1m
1.681976318359375,0.24381466660011972,1656,False,120050297,Reservoir,931314,1m
5.77099609375,1.0140648793318152,3348,False,21529480,Reservoir,16119,1m
1.43701171875,0.1763563309594834,1006,False,120050323,Reservoir,31337,1m
5.384979248046875,0.9459496675246712,4849,False,120050354,Reservoir,216983,1m
3.82000732421875,0.7087409136993787,2805,False,14412171,Reservoir,22354,1m
2.805999755859375,0.6306669447619716,2552,False,120050348,Reservoir,140323,1m
0.51800537109375,0.07526855164946786,446,False,14425906,Reservoir,19812,1m
2.79998779296875,0.32653492091014885,2087,False,14824981,Reservoir,43359,1m
11.582000732421875,2.690770860575187,11260,False,120050292,Reservoir,669231,1m
3.62799072265625,0.2865887458275962,1237,False,14439782,Reservoir,11531,1m
2.769012451171875,0.448694876228841,1986,False,120050317,Reservoir,20777,1m
6.67999267578125,0.9440274682221659,4173,False,14300017,Reservoir,35043,1m
1.808013916015625,0.21812037465300624,1700,False,120050353,Reservoir,404102,1m
5.376953125,0.6767708954708961,4371,False,120050286,Reservoir,231956,1m
1.84002685546875,0.3043433172844034,1604,False,14412165,Reservoir,27787,1m
0.0,0.0,1,True,14439714,Reservoir,503398,1m
1.88201904296875,0.2834292019081865,1218,False,14746168,Reservoir,38227,1m
2.5469970703125,0.23686712547113895,1227,False,14828503,Reservoir,46487,1m
1.816986083984375,0.19766775558575125,1160,False,14439770,Reservoir,23100,1m
2.04998779296875,0.34714112583236223,1350,False,120050367,Reservoir,15414,1m
19.666015625,3.20397633946759,19377,False,120050249,Reservoir,1188038,1m
1.959991455078125,0.5701636018199768,1421,False,120050316,Reservoir,31033,1m
2.02001953125,0.3626538226826951,1667,False,14439778,Reservoir,15879,1m
1.173004150390625,0.19478342129039788,686,False,14425984,Reservoir,11908,1m
2.5770263671875,0.3697110259426436,2479,False,120050335,Reservoir,561302,1m
1.6190185546875,0.3094443790627223,1222,False,14432223,Reservoir,22566,1m
5.8280029296875,0.7767307028693289,4084,False,120050285,Reservoir,60589,1m
0.68096923828125,0.04611461487441274,348,False,14745082,Reservoir,28876,1m
0.0,0.0,1,True,14439712,Reservoir,505176,1m
2.243988037109375,0.3239225142468218,2073,False,14827981,Reservoir,145997,1m
4.11199951171875,0.5893543424080451,3020,False,21532200,Reservoir,59035,1m
2.589996337890625,0.49277019230557845,2511,False,120050296,Reservoir,214074,1m
2.0360107421875,0.404684252666125,1860,False,120050339,Reservoir,65071,1m
2.592987060546875,0.5315864411544244,2443,False,14300071,Reservoir,76446,1m
3.05499267578125,0.46109855196109456,2392,False,120050337,Reservoir,45464,1m
1.295989990234375,0.12099548531282833,733,False,14825007,Reservoir,39062,1m
2.968994140625,0.5368472986964514,2511,False,14828467,Reservoir,36798,1m
3.178985595703125,0.7651040525361622,2872,False,14824859,Reservoir,48905,1m
1.941986083984375,0.2270917558190861,1387,False,14412317,Reservoir,41295,1m
5.08697509765625,0.7044379943143523,3122,False,6690541,Reservoir,67219,1m
7.19500732421875,1.3627627374554887,5214,False,21529488,Reservoir,21223,1m
2.35699462890625,0.3277465535119232,2266,False,120050340,Reservoir,193609,1m
2.427978515625,0.24485928461452275,1966,False,21529500,Reservoir,182438,1m
1.54901123046875,0.11781302605192198,530,False,14745084,Reservoir,14156,1m
1.1669921875,0.18701895620602407,713,False,14439768,Reservoir,22610,1m
1.376007080078125,0.2586691099722698,808,False,14293183,Reservoir,15021,1m
0.0,0.0,1,True,14746998,Reservoir,17919,1m
0.8070068359375,0.009224456548878473,47,False,14439078,Reservoir,90368,1m
2.36199951171875,0.581077301638969,1484,False,14438654,Reservoir,7225,1m
2.574005126953125,0.43129571731787186,2121,False,120050299,Reservoir,23296,1m
3.212005615234375,0.32735955683132256,2445,False,14827209,Reservoir,87333,1m
2.91998291015625,0.38973760796100737,2113,False,120050358,Reservoir,57033,1m
5.52099609375,1.3758034906765277,5046,False,120050359,Reservoir,188389,1m
1.68701171875,0.19660769305096476,1570,False,14439696,Reservoir,358167,1m
4.0159912109375,0.44425254286570015,2772,False,120050284,Reservoir,64850,1m
0.91998291015625,0.09086844890316961,672,False,120050361,Reservoir,55580,1m
1.87200927734375,0.3422560338558535,1160,False,14825351,Reservoir,16889,1m
3.02899169921875,0.40618679124313817,2464,False,120050336,Reservoir,318581,1m
1.76202392578125,0.24077454956014863,1505,False,120050355,Reservoir,90899,1m
1.871002197265625,0.42182753181161714,1708,False,120050352,Reservoir,108783,1m
2.917999267578125,0.3960355132245785,1593,False,14438772,Reservoir,165443,1m
2.878021240234375,0.4043603357378586,1698,False,14746976,Reservoir,50699,1m
2.496978759765625,0.09633334063316856,1085,False,120050362,Reservoir,108555,1m
4.76800537109375,0.5517254467240877,4370,False,14825657,Reservoir,165422,1m
0.0,0.0,1,True,120050301,Reservoir,41154,1m
1.2559814453125,0.3460612518411647,1127,False,120050366,Reservoir,14694,1m
1.592010498046875,0.04122811711431456,380,False,14824977,Reservoir,76423,1m
2.363006591796875,0.169503581697527,604,False,14439080,Reservoir,24488,1m
4.89300537109375,0.2377564363531523,2991,False,14825685,Reservoir,512938,1m
2.730010986328125,0.42906468315568363,1495,False,14293181,Reservoir,16298,1m
2.8900146484375,0.7495357511429211,2187,False,14438824,Reservoir,13686,1m
3.107025146484375,0.3062811442315831,2298,False,14300061,Reservoir,84568,1m
0.0,0.0,1,True,14425888,Reservoir,33937,1m
0.0,0.0,1,True,14824733,Reservoir,25495,1m
1.3909912109375,0.05652058087381368,536,False,14425884,Reservoir,85747,1m
2.123992919921875,0.1571625208878701,1200,False,14827049,Reservoir,36935,1m
3.123016357421875,0.6087975895162787,2586,False,120050325,Reservoir,29226,1m
3.9229888916015625,0.6099728943072238,3348,False,14425938,Reservoir,51832,1m
0.64599609375,0.09175068195076938,530,False,14425908,Reservoir,23529,1m
3.9169921875,1.0141067338724008,3740,False,120050303,Reservoir,619152,1m
2.47601318359375,0.577320611952998,1792,False,14438670,Reservoir,32593,1m
12.533004760742188,2.9098723581880135,12271,False,120050307,Reservoir,594916,1m
2.51300048828125,0.3544976278863019,2222,False,14825011,Reservoir,50938,1m
1.061004638671875,0.05702271318422542,577,False,14425886,Reservoir,31349,1m
3.772003173828125,0.6402698636341377,2733,False,120050314,Reservoir,20853,1m
1.2490234375,0.16788774326363817,464,False,14438662,Reservoir,11731,1m
3.30999755859375,0.7545804879524807,3097,False,21529538,Reservoir,52201,1m
1.319000244140625,0.012741518390580875,138,False,14439724,Reservoir,497055,1m
6.42901611328125,0.11106176797781436,977,False,14439722,Reservoir,710191,1m
1.572998046875,0.3111008450857956,896,False,14439028,Reservoir,6455,1m
2.80499267578125,0.741298774251871,2539,False,120050287,Reservoir,29139,1m
1.493988037109375,0.30700662492057484,1313,False,14439790,Reservoir,39519,1m
14.0469970703125,3.3846474023776825,12841,False,14144185,Reservoir,113789,1m
4.47100830078125,0.645732930094736,3849,False,120050294,Reservoir,591748,1m
2.4329833984375,0.4413548979273139,2380,False,21529502,Reservoir,350315,1m
5.988983154296875,1.0088718432229353,5143,False,120050324,Reservoir,179204,1m
1.5830078125,0.22774963605050766,1032,False,14432187,Reservoir,38378,1m
3.053985595703125,0.6085047363494718,2113,False,14824983,Reservoir,12828,1m
1.785980224609375,0.5066540541915269,1494,False,120050346,Reservoir,17704,1m
0.917022705078125,0.13431349617303953,246,False,14439030,Reservoir,9469,1m
1.3590087890625,0.11311540344501066,162,False,14425934,Reservoir,7817,1m
3.50604248046875,0.4311700171276868,2210,False,14412169,Reservoir,28918,1m
5.760009765625,1.460694435430452,4712,False,120050306,Reservoir,22186,1m
1.0999755859375,0.14914487837188337,896,False,120050364,Reservoir,32834,1m
2.9720001220703125,0.25403631008290567,2852,False,14439706,Reservoir,923127,1m
0.0,0.0,1,True,14425932,Reservoir,15681,1m
0.970001220703125,0.11264168921769155,216,False,14438664,Reservoir,7771,1m
4.04998779296875,0.8339625370943515,3928,False,21529506,Reservoir,195369,1m
2.608978271484375,0.4157366453998569,2380,False,14300039,Reservoir,170524,1m
0.38800048828125,0.004128475815520954,110,False,14825701,Reservoir,245842,1m
3.666015625,0.5947657741700322,3494,False,14300065,Reservoir,139607,1m
11.1719970703125,1.6529021063930172,3771,False,21529496,Reservoir,22992,1m
1.5250244140625,0.29586772922803817,1404,False,14439780,Reservoir,13084,1m
1.0830078125,0.16387437559237464,979,False,14438782,Reservoir,63682,1m
4.792999267578125,0.7608153624016564,4058,False,14425936,Reservoir,39658,1m
1.63104248046875,0.3966723901179077,583,False,21527796,Reservoir,6586,1m
2.154022216796875,0.20289608641445264,1239,False,120050357,Reservoir,64530,1m
0.43499755859375,0.08031551899301131,320,False,14439802,Reservoir,3400,1m
1.8280029296875,0.39073981612642866,1112,False,14438656,Reservoir,5407,1m
2.6259765625,0.4235314390194199,1909,False,120050322,Reservoir,61416,1m
5.75701904296875,0.8136399439616785,5227,False,120050333,Reservoir,513151,1m
1.998992919921875,0.4401554444707392,1918,False,120050342,Reservoir,69173,1m
5.7769927978515625,0.40095367889771166,2534,False,120050291,Reservoir,475322,1m
1.196990966796875,0.12685639109159438,1090,False,14824979,Reservoir,67938,1m
2.152008056640625,0.5108628885668155,1538,False,14412313,Reservoir,37779,1m
16.595001220703125,3.852332034675381,15738,False,120050334,Reservoir,450380,1m
2.303009033203125,0.03460998921399909,39,False,14439760,Reservoir,50165,1m
0.399993896484375,0.03618429959570982,178,False,14439800,Reservoir,7926,1m
0.858001708984375,0.09238629149946699,505,False,14432185,Reservoir,35478,1m
4.7140045166015625,0.832238638167607,3692,False,120050304,Reservoir,37567,1m
