# Hollister/lakeMorpho terrain-slope max-depth prototype over an ND LakePond sample (issue #173 Task 6). Project=ND_3DEPProcessing_D22. n_sampled=300, n_usable=300. max_depth_m = lake_max_depth() (mean shoreline-ring slope x max in-polygon distance-to-shore, over the polygon interior via _interior_mask). mean_depth_m = max_to_mean(max_depth_m, shape='cone') = max_depth_m / 3 -- documented assumption (V/A of a cone), NOT field-calibrated in this spike; no bathymetry survey was available to fit the factor empirically. Cross-check: NHM's calibrated dprst_depth_avg median is ~49 in (docs/superpowers/... nhm_dprst_params_are_calibrated) -- compare against mean_depth_in below, but this spike does not block on matching it.
COMID,FTYPE,area_km2,max_depth_m,mean_depth_m,mean_depth_in,n_interior_cells,resolution
11497182,LakePond,0.021971002160396116,2.288210618958688,0.7627368729862294,30.02902696315515,22084,1m
21534822,LakePond,0.03960750259098416,7.225188499916962,2.4083961666389873,94.81879792019359,39107,1m
14150904,LakePond,0.10346131019115858,6.5010173275571255,2.167005775852375,85.31523409588559,103303,1m
14432299,LakePond,0.04615111571601431,2.5197216685782218,0.8399072228594072,33.06723135469715,46140,1m
14290055,LakePond,0.020329307716462318,1.5885438044175313,0.5295146014725104,20.847042811432882,20314,1m
14747082,LakePond,0.014892089666523715,5.5662129427352385,1.8554043142450793,73.0474533922602,14879,1m
12572900,LakePond,0.03149333750956745,2.646443387769643,0.8821477959232144,34.730246940276544,31254,1m
7076640,LakePond,0.025227401124963314,1.3150023968343874,0.4383341322781291,17.25725862120317,25239,1m
14584049,LakePond,0.043557640768043804,3.323259546990934,1.1077531823303113,43.61235356366259,43552,1m
14583955,LakePond,0.019673511472506577,2.16237881116251,0.7207929370541699,28.377690011116375,19678,1m
11496774,LakePond,0.03124828496211824,2.284281895855662,0.761427298618554,29.977468889342333,31222,1m
14685168,LakePond,0.04617605248618837,4.941837627519919,1.6472792091733064,64.853547193074,46138,1m
21532502,LakePond,0.04468085971315252,1.9433656581054792,0.6477885527018263,25.503500098726175,44730,1m
11455482,LakePond,0.04381385579830587,3.1625457681952276,1.0541819227317424,41.50324771614097,43784,1m
11439153,LakePond,0.040055977344476086,0.0,0.0,0.0,40020,1m
14433235,LakePond,0.017367452231856196,0.9069458803639958,0.30231529345466523,11.902183334839515,17396,1m
11460296,LakePond,0.007237543752422835,1.5943322496649397,0.5314440832216465,20.923006700844546,7236,1m
14299935,LakePond,0.035500481144627734,3.646198506957016,1.2153995023190052,47.85039994624947,35462,1m
14291699,LakePond,0.024640517739236117,1.8526040096877978,0.6175346698959325,24.312401707269853,24621,1m
14425368,LakePond,0.01626832589370918,1.820338518109697,0.6067795060365656,23.888969830610193,16266,1m
12568114,LakePond,0.02792569514213053,3.309360552740975,1.1031201842469915,43.42995196582248,27892,1m
14156008,LakePond,0.02615145934592736,6.922309167258754,2.3074363890862513,90.84400138196462,26097,1m
14679162,LakePond,0.02198441695974953,7.466271488316919,2.4887571627723064,97.98261837406199,21963,1m
14828185,LakePond,0.013699548362692895,2.430775848760172,0.8102586162533907,31.899962747757616,13699,1m
14048185,LakePond,0.08333936696557227,4.104956732775183,1.368318910925061,53.87085235501075,83238,1m
